0.746269;  0.734963;  0.721716;  0.708547;  0.695402;  0.682771;  0.670833;  0.659535;  0.648865;  0.638772;  0.629134;  0.619928;  0.611164;  0.602895;  0.595091;  0.587655;  0.580502;  0.57357;  0.566824;  0.560238;  0.553782;  0.547429;  0.541153;  0.534928;  0.528726;  0.522491;  0.51616;  0.509852;  0.503641;  0.49738;  0.490996;  0.484509;  0.477978;  0.471353;  0.464563;  0.457613;  0.450533;  0.443598;  0.436702;  0.429338;  0.421497;  0.413838;  0.406236;  0.398611;  0.390946;  0.38326;  0.375563;  0.367866;  0.360182;  0.352525;  0.344907;  0.33734;  0.329836;  0.322406;  0.315062;  0.307815;  0.300675;  0.293652;  0.286756;  0.279995;  0.273376;  0.266908;  0.260597;  0.254449;  0.248471;  0.242685;  0.237135;  0.231773;  0.226577;  0.221533;  0.216628;  0.211898;  0.20737;  0.203065;  0.198993;  0.195186;  0.19164;  0.18833;  0.185111;  0.181094;  0.176773;  
0.746269;  0.732379;  0.717084;  0.703333;  0.690321;  0.677968;  0.666277;  0.655265;  0.644882;  0.635071;  0.625647;  0.616638;  0.608067;  0.600028;  0.592464;  0.58524;  0.578268;  0.571492;  0.564895;  0.558452;  0.552136;  0.545918;  0.539774;  0.53368;  0.527605;  0.521485;  0.515208;  0.509031;  0.503051;  0.496959;  0.490694;  0.484319;  0.47794;  0.471466;  0.464788;  0.457939;  0.450926;  0.44404;  0.437257;  0.430214;  0.422646;  0.415102;  0.407578;  0.400045;  0.392512;  0.384972;  0.377425;  0.369877;  0.362342;  0.354833;  0.347359;  0.339934;  0.332569;  0.325275;  0.318064;  0.310946;  0.303932;  0.297032;  0.290255;  0.283608;  0.277101;  0.27074;  0.264531;  0.258481;  0.252595;  0.246883;  0.241373;  0.236065;  0.230914;  0.225923;  0.22111;  0.21648;  0.212055;  0.207838;  0.203835;  0.200058;  0.196509;  0.193177;  0.189923;  0.185887;  0.181461;  
0.746269;  0.729727;  0.712786;  0.69795;  0.684528;  0.672208;  0.660738;  0.650015;  0.639963;  0.630531;  0.62113;  0.612472;  0.604236;  0.596757;  0.589661;  0.582729;  0.575979;  0.569374;  0.56295;  0.556685;  0.550547;  0.544506;  0.538537;  0.532618;  0.52672;  0.520807;  0.514851;  0.50891;  0.503064;  0.497092;  0.490942;  0.484652;  0.478329;  0.471978;  0.46552;  0.458942;  0.452256;  0.445541;  0.438931;  0.432345;  0.425407;  0.418167;  0.410834;  0.403474;  0.396146;  0.388848;  0.381571;  0.374304;  0.367055;  0.359829;  0.352636;  0.345487;  0.338393;  0.331366;  0.324415;  0.317553;  0.310788;  0.304129;  0.297586;  0.291167;  0.28488;  0.27873;  0.272726;  0.266872;  0.261171;  0.255621;  0.250207;  0.244976;  0.239945;  0.235115;  0.230475;  0.226023;  0.221759;  0.217686;  0.213799;  0.21009;  0.206575;  0.203258;  0.200008;  0.195872;  0.19117;  
0.746269;  0.729298;  0.712317;  0.697404;  0.683859;  0.671433;  0.659926;  0.64919;  0.639109;  0.629663;  0.620665;  0.612146;  0.604028;  0.596681;  0.589699;  0.582865;  0.576207;  0.569601;  0.563273;  0.557123;  0.551103;  0.545178;  0.539327;  0.533525;  0.527748;  0.521968;  0.516174;  0.510352;  0.504507;  0.498602;  0.492603;  0.486514;  0.48036;  0.474128;  0.467798;  0.461363;  0.454833;  0.44823;  0.441675;  0.435263;  0.428761;  0.421852;  0.414825;  0.407691;  0.400494;  0.393309;  0.386166;  0.379082;  0.372038;  0.365024;  0.358047;  0.351117;  0.34424;  0.337429;  0.330693;  0.324043;  0.317486;  0.311033;  0.304692;  0.29847;  0.292375;  0.286414;  0.280592;  0.274915;  0.269387;  0.264007;  0.258767;  0.253674;  0.248771;  0.244064;  0.239549;  0.235225;  0.231077;  0.227107;  0.223325;  0.21973;  0.216323;  0.213099;  0.209918;  0.205752;  0.200797;  
0.746269;  0.73042;  0.712654;  0.697643;  0.684075;  0.671666;  0.660207;  0.649497;  0.639392;  0.630025;  0.621237;  0.612927;  0.605027;  0.597648;  0.590695;  0.584019;  0.577559;  0.57125;  0.565105;  0.559102;  0.553214;  0.547408;  0.541666;  0.535977;  0.530313;  0.524651;  0.518984;  0.513277;  0.507498;  0.501651;  0.495725;  0.489721;  0.483651;  0.477502;  0.471261;  0.464923;  0.45849;  0.451957;  0.445428;  0.439085;  0.432728;  0.426032;  0.419293;  0.412461;  0.405498;  0.398438;  0.391351;  0.384328;  0.37737;  0.370475;  0.363636;  0.356851;  0.350123;  0.343463;  0.336878;  0.330378;  0.323971;  0.317665;  0.311469;  0.305391;  0.299436;  0.293612;  0.287925;  0.282378;  0.276977;  0.271724;  0.266617;  0.261656;  0.256857;  0.252238;  0.247811;  0.243569;  0.239507;  0.235625;  0.231929;  0.228416;  0.225089;  0.22193;  0.218793;  0.214646;  0.209468;  
0.746269;  0.731726;  0.714119;  0.699044;  0.685445;  0.673032;  0.661657;  0.651115;  0.641268;  0.632071;  0.623449;  0.615313;  0.607608;  0.600329;  0.593434;  0.586839;  0.580483;  0.574312;  0.568299;  0.562418;  0.556642;  0.550943;  0.545301;  0.539699;  0.534116;  0.528533;  0.522936;  0.517299;  0.511587;  0.505798;  0.499932;  0.49399;  0.487977;  0.481885;  0.475703;  0.469427;  0.463057;  0.456581;  0.450067;  0.443742;  0.437414;  0.430793;  0.42416;  0.417524;  0.410822;  0.403998;  0.397069;  0.390086;  0.38313;  0.376252;  0.369464;  0.362754;  0.356112;  0.349545;  0.343058;  0.336655;  0.330346;  0.324138;  0.318039;  0.312057;  0.306197;  0.300465;  0.294867;  0.289409;  0.284094;  0.278925;  0.273905;  0.269033;  0.264316;  0.259765;  0.255388;  0.251192;  0.247178;  0.243347;  0.2397;  0.236236;  0.232956;  0.229831;  0.226705;  0.222537;  0.217164;  
0.746269;  0.732605;  0.715704;  0.701012;  0.687679;  0.67544;  0.664201;  0.653806;  0.644132;  0.635109;  0.626649;  0.618667;  0.611113;  0.603963;  0.597171;  0.590676;  0.584423;  0.578366;  0.572466;  0.566692;  0.561015;  0.555412;  0.549859;  0.54434;  0.538833;  0.533319;  0.527781;  0.522196;  0.516537;  0.510798;  0.504979;  0.499081;  0.493108;  0.487052;  0.480908;  0.474671;  0.468342;  0.461914;  0.455426;  0.449085;  0.442735;  0.436171;  0.429515;  0.422911;  0.416329;  0.409707;  0.403004;  0.396182;  0.389293;  0.382405;  0.375593;  0.368872;  0.362252;  0.355725;  0.349286;  0.342936;  0.336683;  0.330533;  0.324493;  0.318568;  0.312765;  0.307089;  0.301546;  0.29614;  0.290877;  0.285758;  0.280788;  0.275968;  0.271301;  0.266793;  0.262451;  0.258281;  0.254287;  0.25047;  0.246834;  0.243387;  0.240125;  0.237031;  0.233914;  0.229698;  0.22415;  
0.746269;  0.733336;  0.717266;  0.703129;  0.690197;  0.678301;  0.667303;  0.657138;  0.647656;  0.638793;  0.630509;  0.622695;  0.615305;  0.608298;  0.601628;  0.595241;  0.589091;  0.583134;  0.577333;  0.571654;  0.566067;  0.560548;  0.555073;  0.549625;  0.544182;  0.538726;  0.533238;  0.527698;  0.522085;  0.516391;  0.510614;  0.504753;  0.498811;  0.492784;  0.486666;  0.480456;  0.474154;  0.46776;  0.461303;  0.454907;  0.448528;  0.442052;  0.435355;  0.42872;  0.42212;  0.415543;  0.408965;  0.402331;  0.395614;  0.388831;  0.382019;  0.37525;  0.368586;  0.362037;  0.355596;  0.349258;  0.343025;  0.336899;  0.330885;  0.324987;  0.319212;  0.313563;  0.308046;  0.302665;  0.297426;  0.29233;  0.287383;  0.282585;  0.277939;  0.273451;  0.269123;  0.264961;  0.26097;  0.257151;  0.253508;  0.250044;  0.246764;  0.243663;  0.240543;  0.236278;  0.230568;  
0.746269;  0.734004;  0.718754;  0.705245;  0.692796;  0.681312;  0.670657;  0.660765;  0.651552;  0.642899;  0.634784;  0.627142;  0.619918;  0.613061;  0.606521;  0.600251;  0.594208;  0.588351;  0.582644;  0.577054;  0.571551;  0.56611;  0.560708;  0.555325;  0.549941;  0.544538;  0.539097;  0.5336;  0.528029;  0.522375;  0.516635;  0.510808;  0.504893;  0.498889;  0.492793;  0.486604;  0.480321;  0.473947;  0.467507;  0.461052;  0.454663;  0.448248;  0.441553;  0.434892;  0.428241;  0.421615;  0.415021;  0.408456;  0.401878;  0.395256;  0.388558;  0.38183;  0.37513;  0.368517;  0.362018;  0.355646;  0.349399;  0.343265;  0.33725;  0.331353;  0.32558;  0.319935;  0.314422;  0.309044;  0.303807;  0.298713;  0.293766;  0.288969;  0.284323;  0.279833;  0.275501;  0.271331;  0.267326;  0.26349;  0.259826;  0.256337;  0.253025;  0.249882;  0.246728;  0.242407;  0.236547;  
0.746269;  0.734652;  0.72017;  0.707335;  0.695432;  0.684373;  0.67408;  0.664483;  0.655552;  0.647184;  0.639256;  0.631794;  0.624748;  0.618048;  0.611647;  0.605499;  0.599567;  0.593811;  0.588198;  0.582694;  0.577273;  0.571907;  0.566574;  0.561253;  0.555926;  0.550573;  0.545177;  0.539722;  0.534191;  0.528576;  0.522871;  0.517076;  0.511188;  0.505207;  0.499132;  0.49296;  0.486694;  0.480337;  0.473902;  0.467412;  0.461018;  0.454609;  0.447954;  0.441281;  0.434596;  0.427917;  0.421263;  0.414654;  0.40809;  0.401548;  0.394984;  0.388386;  0.381759;  0.375137;  0.368574;  0.362135;  0.355825;  0.34965;  0.343605;  0.337687;  0.331895;  0.326234;  0.320706;  0.315314;  0.310062;  0.304953;  0.29999;  0.295177;  0.290514;  0.286006;  0.281653;  0.27746;  0.273429;  0.269564;  0.265866;  0.262339;  0.258984;  0.255792;  0.252587;  0.248206;  0.242205;  
